id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnología,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_0555,Manufactura,Grande,0.76,108000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0556,Servicios,Mediana,0.38,10000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_0557,Manufactura,Mediana,0.14,8000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_0558,Manufactura,Mediana,0.58,141000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_0559,Manufactura,Pequeña,0.36,25000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
DIAG_0560,Servicios,Mediana,0.72,133000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0561,Manufactura,Mediana,0.32,12000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_0562,Retail,Mediana,0.41,50000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
"DIAG_0563,Manufactura,Mediana,0.17,9000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_0564,Tecnología,Grande,0.72,142000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0565,Retail,Mediana,0.57,78000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0566,Manufactura,Grande,0.61,124000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0567,Tecnología,Grande,0.76,124000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0568,Tecnología,Grande,0.9,498000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_0569,Manufactura,Grande,0.76,69000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0570,Retail,Mediana,0.8,108000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0571,Retail,Micro,0.3,21000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0572,Tecnología,Micro,0.05,3000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
"DIAG_0573,Retail,Grande,0.83,372000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real."
DIAG_0574,Servicios,Grande,0.88,169000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0575,Manufactura,Micro,0.73,117000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_0576,Tecnología,Pequeña,0.14,6000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_0577,Tecnología,Grande,0.83,173000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_0578,Manufactura,Grande,0.63,137000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0579,Manufactura,Grande,0.73,71000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_0580,Servicios,Micro,0.04,3000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0581,Tecnología,Pequeña,0.61,133000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0582,Servicios,Mediana,0.68,56000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_0583,Tecnología,Micro,0.08,7000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_0584,Manufactura,Grande,0.84,472000000,El equipo es autónomo y la analítica nos guía en cada decisión. Nos gustaría mejorar pronto.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
"DIAG_0585,Servicios,Micro,0.12,3000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
"DIAG_0586,Tecnología,Micro,0.02,2000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_0587,Retail,Mediana,0.31,36000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
"DIAG_0588,Tecnología,Grande,0.41,40000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
"DIAG_0589,Tecnología,Micro,0.18,10000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_0590,Retail,Micro,0.14,2000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_0591,Retail,Grande,0.85,175000000,Operamos con metodologías ágiles y sistemas integrados en la nube. Nos gustaría mejorar pronto.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
"DIAG_0592,Retail,Micro,0.07,6000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
"DIAG_0593,Tecnología,Micro,0,3000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_0594,Retail,Mediana,0.77,129000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0595,Tecnología,Mediana,0.55,101000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0596,Servicios,Mediana,0.71,111000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_0597,Retail,Micro,0.14,1000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_0598,Retail,Micro,0.18,8000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0599,Servicios,Pequeña,0.16,10000000,Perdemos mucha información porque todo se anota en cuadernos. Nos gustaría mejorar pronto.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_0600,Retail,Grande,0.23,36000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0601,Tecnología,Mediana,0.2,43000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0602,Retail,Mediana,0.33,25000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_0603,Servicios,Pequeña,0,3000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
"DIAG_0604,Servicios,Grande,0.22,41000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
DIAG_0605,Manufactura,Mediana,0.65,120000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_0606,Servicios,Pequeña,0.09,10000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0607,Servicios,Grande,0.54,113000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0608,Tecnología,Micro,0.08,9000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0609,Tecnología,Mediana,0.7,108000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_0610,Manufactura,Micro,0.17,6000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_0611,Servicios,Mediana,0.53,147000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0612,Tecnología,Mediana,0.75,87000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_0613,Manufactura,Micro,0.18,8000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_0614,Servicios,Micro,0.38,22000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0615,Servicios,Pequeña,0.75,74000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0616,Tecnología,Grande,0.48,47000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0617,Servicios,Grande,0.79,50000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0618,Tecnología,Grande,0.98,240000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_0619,Retail,Pequeña,0.32,48000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0620,Manufactura,Grande,0.49,25000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
